year,month,Cst_Cnt,Btl_Cnt,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,year_month,Series ID_x,CPI,Series ID_y,PPI
1983.0,3.0,22381.5,550067.5,1.0,16.099999999999998,33.447,5.904999999999999,24.5315,105.1,257.4031,,3.0,2.0,,3.0,,9.0,,,,0.255,,0.03,,0.33,,2.05,,0.0,,0.2,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.099999999999998,16.099999999999998,33.447,24.525,339.45,0.003,5.904999999999999,105.1,2.05,0.33,0.2,0.0,,0.255,0.03,1.0,,,,,,,,1983/03,CUUR0000SEFG,100.7,,
1983.0,4.0,22401.0,550436.5454545454,1.0,15.05636363636364,33.431090909090905,6.047272727272727,24.75072727272727,105.40909090909092,263.5478727272728,,3.0,2.0,,3.0,,9.0,,,,1.5845454545454545,,0.2545454545454544,,0.3472727272727272,,2.4727272727272727,,0.0063636363636363,,0.1545454545454545,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,15.05636363636364,15.05636363636364,33.431090909090905,24.74545454545455,318.5272727272728,0.0029999999999999,6.047272727272727,105.40909090909092,2.4727272727272727,0.3472727272727272,0.1545454545454545,0.0063636363636363,,1.5845454545454545,0.2545454545454544,1.0,,,,,,,,1983/04,CUUR0000SEFG,100.5,,
1983.0,5.0,22410.5,550649.5,1.0,15.995,33.413,5.98,24.526,106.2,260.67364999999995,,3.0,2.0,,3.0,8.0,9.0,,8.0,8.0,0.29,,0.045,,0.29,,3.3,,0.01,,0.15,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,15.995,15.995,33.413,24.66,327.0,0.0035,5.98,106.2,3.3,0.29,0.15,0.01,,0.29,0.045,1.0,,,,,,,,1983/05,CUUR0000SEFG,98.7,,
1983.0,6.0,22430.0,551158.0,1.0,16.973333333333333,33.4955,5.88,24.2095,107.0,254.64715,,3.0,2.0,,3.0,9.0,9.0,,9.0,9.0,0.64,,0.0133333333333333,,0.3933333333333333,,2.5666666666666664,,0.0,,0.4333333333333333,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.973333333333333,16.973333333333333,33.4955,24.205,370.15,0.0033333333333333,5.88,106.43333333333334,2.5666666666666664,0.3933333333333333,0.4333333333333333,0.0,,0.64,0.0133333333333333,1.0,,,,,,,,1983/06,CUUR0000SEFG,98.3,,
1983.0,7.0,22434.0,551272.5,1.0,21.33,33.457,5.470000000000001,23.2315,107.55,238.7439,,3.0,2.0,,3.0,,9.0,,,,0.1699999999999999,,0.025,,0.275,,0.25,,0.03,,0.15,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,21.33,21.33,33.457,23.225,463.45,0.005,5.470000000000001,107.55,0.25,0.275,0.15,0.03,,0.1699999999999999,0.025,1.0,,,,,,,,1983/07,CUUR0000SEFG,97.7,,
1983.0,8.0,22442.166666666668,551490.5,1.0,21.14333333333333,33.31033333333334,5.348333333333334,23.15683333333333,104.65000000000002,233.44968333333333,,3.0,2.0,,3.0,,9.0,,,,0.1833333333333333,,0.0283333333333333,,0.2366666666666666,,1.0333333333333334,,0.005,,0.1166666666666666,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,21.14333333333333,21.14333333333333,33.31033333333334,23.151666666666667,470.5833333333333,0.0046666666666666,5.348333333333334,104.65000000000002,1.0333333333333334,0.2366666666666666,0.1166666666666666,0.005,,0.1833333333333333,0.0283333333333333,1.0,,,,,,,,1983/08,CUUR0000SEFG,98.7,,
1983.0,9.0,22448.5,551670.5,1.0,22.99,33.486000000000004,5.195,22.79,105.25,226.83905,,3.0,2.0,,3.0,,9.0,,,,0.11,,0.01,,0.27,,0.65,,0.0,,0.05,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,22.99,22.99,33.486000000000004,22.785,505.65,0.005,5.195,105.25,0.65,0.27,0.05,0.0,,0.11,0.01,1.0,,,,,,,,1983/09,CUUR0000SEFG,98.7,,
1983.0,10.0,22469.0,552200.0,1.0,21.57,33.445,5.54,23.157,109.4,241.8167,,3.0,2.0,,3.0,,9.0,,,,0.14,,0.0,,0.19,,1.6,,0.01,,0.0,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,21.57,21.57,33.445,23.15,470.5,0.005,5.54,109.4,1.6,0.19,0.0,0.01,,0.14,0.0,1.0,,,,,,,,1983/10,CUUR0000SEFG,99.1,,
1983.0,11.0,22487.6,552710.8,1.0,19.724,33.5104,5.4575000000000005,23.698200000000003,104.175,238.089625,,3.0,2.0,,3.0,8.0,9.0,8.5,8.0,8.333333333333334,0.128,,0.014,,0.274,,1.4200000000000002,,0.002,,0.12,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,19.724,19.724,33.5104,23.705,417.925,0.004,5.4575000000000005,103.9,1.4200000000000002,0.274,0.12,0.002,,0.128,0.014,1.0,,,,,,,,1983/11,CUUR0000SEFG,99.3,,
1983.0,12.0,22510.444444444445,553286.5555555555,1.0,16.71111111111111,33.425777777777775,5.665555555555556,24.37377777777778,102.04444444444444,247.00294444444444,,3.0,2.0,,3.0,,9.0,,,,0.2911111111111111,,0.11,,0.2622222222222222,,2.055555555555556,,0.0011111111111111,,0.4777777777777778,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.71111111111111,16.71111111111111,33.425777777777775,24.36888888888889,354.4222222222222,0.0036666666666666,5.665555555555556,102.04444444444444,2.055555555555556,0.2622222222222222,0.4777777777777778,0.0011111111111111,,0.2911111111111111,0.11,1.0,,,,,,,,1983/12,CUUR0000SEFG,99.7,,
1984.0,1.0,22639.30337078652,556859.8202247191,1.0,15.295949367088603,33.2477088607595,5.8353846153846165,24.54762025316455,102.04230769230767,254.36619615384603,,3.044943820224719,2.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,0.408735632183908,9.0,0.1302298850574712,9.0,0.343974358974359,9.0,3.697435897435897,9.0,0.0091780821917808,9.0,0.2782051282051281,9.0,,9.0,9.002,1.1,9.0,8.061,1.1,9.0,0.142,2.0,9.0,8.541,1.1,9.0,99.9,1.0,15.295949367088603,15.295949367088603,33.2477088607595,24.543417721518992,337.88607594936724,0.0032278481012658,5.8353846153846165,102.04230769230767,3.697435897435897,0.343974358974359,0.2782051282051281,0.0091780821917808,,0.408735632183908,0.1302298850574712,1.0,,,,,,,,1984/01,CUUR0000SEFG,101.6,,
1984.0,2.0,22878.227586206896,562659.3655172414,1.0,14.84050000000001,33.315372881355906,5.917394957983192,24.70214406779661,102.60084745762713,257.936197457627,,3.0,2.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,0.618402777777778,9.0,0.14875,9.0,0.3599999999999999,9.0,2.6307692307692294,9.0,0.0102307692307692,9.0,0.3176923076923079,9.0,,9.0,27.702800000000007,1.12,9.0,26.738750000000007,1.0833333333333333,9.0,0.2163999999999999,2.0,9.0,26.792800000000007,1.08,9.0,99.90000000000003,1.0,14.84050000000001,14.841101694915263,33.315372881355906,24.69779661016948,323.1533898305084,0.0030423728813559,5.917394957983192,102.60084745762713,2.6307692307692294,0.3599999999999999,0.3176923076923079,0.0102307692307692,,0.618402777777778,0.14875,1.0,,,,,,,,1984/02,CUUR0000SEFG,102.3,,
1984.0,4.0,23253.96153846154,568767.6442307692,1.0,14.521351351351353,33.458397260273976,5.877671232876711,24.86941095890411,101.35555555555555,256.0431777777777,,3.0,2.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,1.231826923076923,,0.4629807692307693,,0.5073076923076923,9.0,4.3441558441558445,9.0,0.0299999999999999,9.0,2.4717948717948715,9.0,,9.0,22.792666666666666,1.1333333333333333,9.0,22.261666666666667,1.2,9.0,0.227,2.0,9.0,22.521333333333335,1.1333333333333333,9.0,91.0,1.0,14.521351351351353,14.506301369863014,33.458397260273976,24.864657534246565,307.25342465753414,0.002958904109589,5.877671232876711,101.35555555555555,4.3441558441558445,0.5073076923076923,2.4717948717948715,0.0299999999999999,,1.231826923076923,0.4629807692307693,1.0,,,,,,,,1984/04,CUUR0000SEFG,102.6,,
1984.0,5.0,23390.589285714286,572122.0892857143,1.0,14.243953488372092,33.31267441860465,6.047142857142857,24.8069534883721,103.7642857142857,263.535238095238,,3.0,2.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,1.0739285714285718,,0.1028571428571428,,0.6000000000000001,9.0,6.822916666666668,9.0,0.0829166666666666,9.0,3.61875,9.0,,9.0,15.215384615384616,1.0,9.0,15.66153846153846,1.0,9.0,0.223076923076923,2.0,9.0,15.44615384615385,1.0,9.0,87.0,1.0,14.243953488372092,14.243953488372092,33.31267441860465,24.80279069767441,313.1976744186047,0.0031162790697674,6.047142857142857,103.7642857142857,6.822916666666668,0.6000000000000001,3.61875,0.0829166666666666,,1.0739285714285718,0.1028571428571428,1.0,,,,,,,,1984/05,CUUR0000SEFG,100.9,,
1984.0,6.0,23488.028169014084,574586.1126760563,1.0,17.21154929577465,33.55230985915493,5.771,24.345605633802823,105.03714285714288,251.60680428571416,,3.0,2.0,,3.0,,9.0,9.0,,9.0,0.2177464788732394,,0.0871830985915492,,0.3740000000000001,9.0,2.71304347826087,9.0,0.0115714285714285,9.0,0.2685714285714285,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,17.21154929577465,17.21154929577465,33.55230985915493,24.34084507042253,357.1408450704227,0.0036338028169014,5.771,105.03714285714288,2.71304347826087,0.3740000000000001,0.2685714285714285,0.0115714285714285,,0.2177464788732394,0.0871830985915492,1.0,,,,,,,,1984/06,CUUR0000SEFG,101.3,,
1984.0,7.0,23655.95138888889,578942.6458333334,1.0,18.11042372881356,33.43273770491804,5.720991735537187,24.030686440677965,105.72222222222224,249.51508974358973,,3.0,2.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,0.3658741258741261,9.0,0.0920279720279718,9.0,0.2993442622950819,9.0,2.392622950819672,9.0,0.0178688524590163,9.0,0.3721311475409839,9.0,,9.0,8.79423076923077,1.2307692307692308,9.0,10.043846153846154,1.2307692307692308,9.0,0.1930769230769231,2.0,9.0,9.411538461538465,1.2307692307692308,9.0,93.6153846153846,1.0,18.11042372881356,18.11042372881356,33.43273770491804,24.026440677966097,387.1771186440678,0.0038983050847457,5.720991735537187,105.72222222222224,2.392622950819672,0.2993442622950819,0.3721311475409839,0.0178688524590163,,0.3658741258741261,0.0920279720279718,1.0,,,,,,,,1984/07,CUUR0000SEFG,102.5,,
1984.0,10.0,23851.936,583971.344,1.0,17.605607476635516,33.45665454545455,5.5566355140186925,24.170999999999992,101.90192307692308,242.05357596153843,,3.0,2.0,9.0,3.0,9.0,,9.0,9.0,9.0,0.3784677419354839,9.0,0.125806451612903,9.0,0.3543119266055047,9.0,2.898148148148149,9.0,0.0228440366972477,9.0,0.9546296296296286,9.0,,9.0,11.10222222222222,1.2777777777777777,9.0,11.844444444444443,1.1666666666666667,9.0,0.2044444444444444,2.0,9.0,11.479444444444445,1.2222222222222223,9.0,93.0,1.0,17.605607476635516,17.605607476635516,33.45665454545455,24.16635514018692,373.7878504672896,0.0037570093457943,5.5566355140186925,101.90192307692308,2.898148148148149,0.3543119266055047,0.9546296296296286,0.0228440366972477,,0.3784677419354839,0.125806451612903,1.0,,,,,,,,1984/10,CUUR0000SEFG,103.5,,
1985.0,2.0,23996.0,587638.6,1.0,14.448000000000002,33.4132,5.944,24.864600000000003,102.32,259.01820000000004,,3.0,2.0,,3.0,,9.0,,,,0.2599999999999999,,0.056,,0.36,9.0,2.7,9.0,0.0075,9.0,0.075,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,14.448000000000002,14.448000000000002,33.4132,24.86,307.68,0.003,5.944,102.32,2.7,0.36,0.075,0.0075,,0.2599999999999999,0.056,1.0,,,,,,,,1985/02,CUUR0000SEFG,106.3,PCU3117103117105,99.9
1985.0,5.0,24068.745454545453,589554.0,1.0,14.41745454545454,33.55065454545455,6.298363636363637,24.973745454545465,108.4181818181818,274.42837272727263,,3.0,2.0,,3.0,,9.0,,,,1.8840740740740745,9.0,0.171111111111111,9.0,0.4264814814814816,9.0,2.461818181818181,,0.037090909090909,,1.0945454545454547,,,9.0,50.5225,1.25,9.0,54.61,1.25,9.0,1.26375,1.625,9.0,52.57125,1.25,9.0,93.0,1.0,14.41745454545454,14.41745454545454,33.55065454545455,24.969454545454543,297.2981818181819,0.0029636363636363,6.298363636363637,108.4181818181818,2.461818181818181,0.4264814814814816,1.0945454545454547,0.037090909090909,,1.8840740740740745,0.171111111111111,1.0,,,,,,,,1985/05,CUUR0000SEFG,104.9,PCU3117103117105,98.3
1985.0,8.0,24212.23809523809,591485.1666666666,1.0,18.50190476190476,33.545690476190465,5.641052631578946,24.023309523809523,105.06842105263156,246.01477631578945,,3.0,2.0,,3.0,,9.0,9.0,,9.0,0.2304761904761905,,0.0359523809523809,,0.3204761904761904,,1.888095238095238,,0.0085714285714285,,0.2142857142857142,,,9.0,4.41125,1.125,9.0,4.3325,1.125,9.0,0.2625,2.0,9.0,4.35375,1.125,9.0,91.0,1.0,18.50190476190476,18.50190476190476,33.545690476190465,24.01833333333333,387.8619047619048,0.0039047619047619,5.641052631578946,105.06842105263156,1.888095238095238,0.3204761904761904,0.2142857142857142,0.0085714285714285,,0.2304761904761905,0.0359523809523809,1.0,,,,,,,,1985/08,CUUR0000SEFG,107.6,PCU3117103117105,97.7
1985.0,11.0,24289.090909090908,593432.9318181818,1.0,16.66272727272727,33.517340909090905,5.735,24.444113636363628,103.225,250.01231363636364,,3.0,2.0,,3.0,,9.0,,,,0.3868181818181818,,0.1486363636363636,,0.4134090909090909,,2.538636363636364,,0.0127272727272727,,0.4022727272727273,,,9.0,2.256,1.4,9.0,2.3120000000000003,1.4,9.0,0.148,2.0,9.0,2.284,1.4,9.0,92.0,1.0,16.66272727272727,16.66272727272727,33.517340909090905,24.439545454545453,347.75,0.0035,5.735,103.225,2.538636363636364,0.4134090909090909,0.4022727272727273,0.0127272727272727,,0.3868181818181818,0.1486363636363636,1.0,,,,,,,,1985/11,CUUR0000SEFG,111.0,PCU3117103117105,97.6
1986.0,2.0,24354.72972972973,595183.4054054054,1.0,14.908648648648647,33.359243243243256,5.890270270270269,24.72283783783784,102.28648648648652,256.71222702702704,,3.0,2.0,,3.0,,,,,,0.3875675675675675,,0.1464864864864864,,0.3816216216216216,,2.4297297297297304,,0.0143243243243243,,0.3702702702702701,,,9.0,1.6960000000000002,1.6,9.0,2.397,1.6,9.0,0.231,1.9,9.0,2.037,1.6,9.0,96.0,1.0,14.908648648648647,14.908648648648647,33.359243243243256,24.71783783783784,321.1810810810812,0.003,5.890270270270269,102.28648648648652,2.4297297297297304,0.3816216216216216,0.3702702702702701,0.0143243243243243,,0.3875675675675675,0.1464864864864864,1.0,,,,,,,,1986/02,CUUR0000SEFG,114.1,PCU3117103117105,97.6
1986.0,3.0,24418.0,596749.6521739131,1.0,14.124782608695652,33.15985714285714,6.039545454545455,24.732714285714284,103.045,262.823175,,3.0,2.0,,3.0,9.0,,9.0,9.0,9.0,0.620909090909091,9.0,0.2495454545454545,9.0,0.4063636363636363,9.0,3.4454545454545458,9.0,0.0304545454545454,9.0,0.5954545454545455,9.0,,9.0,8.228333333333333,1.1666666666666667,9.0,5.935,1.1666666666666667,9.0,0.2183333333333333,2.0,9.0,7.081666666666667,1.1666666666666667,9.0,96.0,1.0,14.124782608695652,14.095454545454546,33.15985714285714,24.729047619047623,320.2047619047619,0.0030869565217391,6.039545454545455,103.2,3.4454545454545458,0.4063636363636363,0.5954545454545455,0.0304545454545454,,0.620909090909091,0.2495454545454545,1.0,,,,,,,,1986/03,CUUR0000SEFG,115.4,PCU3117103117105,97.6
1986.0,5.0,24478.371428571427,598292.9714285714,1.0,14.853142857142858,33.422617647058814,6.179428571428573,24.768176470588237,107.35,269.4520852941177,,3.0,2.0,,3.0,9.0,,,9.0,9.0,1.069142857142857,,0.2654285714285714,,0.4194285714285716,,2.7457142857142856,,0.0351428571428571,,1.0657142857142856,,,9.0,7.45,1.0,9.0,7.341666666666666,1.1666666666666667,9.0,0.1833333333333333,2.0,9.0,7.413333333333334,1.1666666666666667,9.0,96.0,1.0,14.853142857142858,14.898823529411764,33.422617647058814,24.763235294117653,316.8794117647058,0.0030882352941176,6.179428571428573,107.35,2.7457142857142856,0.4194285714285716,1.0657142857142856,0.0351428571428571,,1.069142857142857,0.2654285714285714,1.0,,,,,,,,1986/05,CUUR0000SEFG,115.8,PCU3117103117105,96.7
1986.0,9.0,24557.296296296296,600362.7407407408,1.0,17.793461538461543,33.35703703703703,5.6355555555555545,24.05161538461538,103.79230769230767,246.36639615384615,,3.0,2.0,9.0,3.0,,,,9.0,9.0,0.6304166666666666,9.0,0.12875,9.0,0.3496296296296297,,2.7962962962962967,,0.0166666666666666,,0.4296296296296297,,,9.0,0.975,1.5,9.0,1.0175,1.5,9.0,0.115,2.0,9.0,0.9975,1.5,9.0,96.0,1.0,17.793461538461543,17.793461538461543,33.35703703703703,24.04730769230769,385.1692307692307,0.0038461538461538,5.6355555555555545,103.79230769230767,2.7962962962962967,0.3496296296296297,0.4296296296296297,0.0166666666666666,,0.6304166666666666,0.12875,1.0,,,,,,,,1986/09,CUUR0000SEFG,118.5,PCU3117103117105,103.3
1986.0,11.0,24634.567567567567,602428.0540540541,1.0,16.986756756756755,33.26113513513514,5.660540540540541,24.17767567567568,102.37297297297296,246.83087297297297,,3.0,2.027027027027027,,3.0,,,,,,0.347027027027027,,0.1118918918918919,,0.3764864864864864,,1.602702702702703,,0.0097297297297297,,0.1459459459459459,,,9.0,2.1625,1.0,9.0,2.2,1.125,9.0,0.0799999999999999,2.0,9.0,2.175,1.0,9.0,97.0,1.0,16.986756756756755,16.986756756756755,33.26113513513514,24.17216216216216,373.1378378378378,0.0038648648648648,5.660540540540541,102.37297297297296,1.602702702702703,0.3764864864864864,0.1459459459459459,0.0097297297297297,,0.347027027027027,0.1118918918918919,1.0,,,,,,,,1986/11,CUUR0000SEFG,119.1,PCU3117103117105,103.7
1987.0,3.0,24707.55,604389.375,1.0,14.657,33.36034999999999,5.981282051282053,24.777525000000004,103.29743589743588,260.6654051282052,,3.0,2.0,,3.0,,,9.0,,9.0,0.4127500000000001,,0.0945,,0.38975,,2.3200000000000003,,0.0151282051282051,9.0,0.8599999999999998,,,9.0,4.976,1.2,9.0,5.476000000000001,1.2,9.0,0.15,2.0,9.0,5.215999999999999,1.2,9.0,99.0,1.0,14.657,14.657,33.36034999999999,24.77275000000001,315.9775000000001,0.002975,5.981282051282053,103.29743589743588,2.3200000000000003,0.38975,0.8599999999999998,0.0151282051282051,,0.4127500000000001,0.0945,1.0,,,,,,,,1987/03,CUUR0000SEFG,129.1,PCU3117103117105,102.5
1987.0,5.0,24916.460674157304,609605.1685393258,1.0,14.051235955056178,33.131775280898886,6.111685393258426,24.709438202247195,104.09213483146068,266.3660292134832,,3.0,2.0,,3.0,,,,,,1.2790909090909088,9.0,0.2065909090909088,9.0,0.5208988764044943,,5.348314606741573,,0.0429545454545454,9.0,2.321348314606741,,,9.0,30.12933333333334,1.1333333333333333,9.0,26.459333333333333,1.1333333333333333,9.0,0.3186666666666667,2.0,9.0,28.29733333333333,1.1333333333333333,9.0,98.26666666666668,1.0,14.051235955056178,14.051235955056178,33.131775280898886,24.704831460674164,322.4674157303371,0.0031348314606741,6.111685393258426,104.09213483146068,5.348314606741573,0.5208988764044943,2.321348314606741,0.0429545454545454,,1.2790909090909088,0.2065909090909088,1.0,,,,,,,,1987/05,CUUR0000SEFG,128.9,PCU3117103117105,102.4
1987.0,9.0,25166.33333333333,616044.8787878788,1.0,18.442727272727275,33.40584848484847,5.603030303030303,23.93478787878788,104.24545454545456,244.37905757575763,,3.121212121212121,2.0,,3.0,,,,,,0.7012903225806453,9.0,0.1787096774193548,9.0,0.3374999999999999,9.0,2.434375,9.0,0.0025,9.0,0.08125,9.0,,9.0,2.2775000000000003,1.25,9.0,2.4,1.25,9.0,0.1425,2.0,9.0,2.34,1.25,9.0,98.0,1.0,18.442727272727275,18.442727272727275,33.40584848484847,23.930606060606067,396.3090909090909,0.0038787878787878,5.603030303030303,104.24545454545456,2.434375,0.3374999999999999,0.08125,0.0025,,0.7012903225806453,0.1787096774193548,1.0,,,,,,,,1987/09,CUUR0000SEFG,132.0,PCU3117103117105,113.7
1987.0,11.0,25246.641025641027,618144.3333333334,1.0,17.174102564102565,33.29666666666668,5.653589743589744,24.15976923076923,102.63589743589743,246.5317743589744,,3.0,2.0,,3.0,,,,,,0.2871794871794871,,0.0853846153846153,,0.3364102564102562,,2.0846153846153843,,0.012051282051282,,0.123076923076923,,,9.0,3.104444444444445,1.6666666666666667,9.0,3.2844444444444445,1.6666666666666667,9.0,0.0888888888888888,2.0,9.0,3.206666666666667,1.6666666666666667,9.0,99.29999999999998,1.0,17.174102564102565,17.174102564102565,33.29666666666668,24.155384615384616,374.84871794871793,0.0038205128205128,5.653589743589744,102.63589743589743,2.0846153846153843,0.3364102564102562,0.123076923076923,0.012051282051282,,0.2871794871794871,0.0853846153846153,1.0,,,,,,,,1987/11,CUUR0000SEFG,132.3,PCU3117103117105,114.6
1988.0,1.0,25328.57575757576,620274.4848484849,1.0,13.86181818181818,33.35018181818181,6.051818181818182,24.937030303030305,102.84848484848484,263.6969939393939,,3.0,2.0,,3.0,,,,,,1.1534375,9.0,0.3090625,9.0,0.4515151515151516,,3.812121212121213,,0.0696969696969697,,1.2666666666666668,,,9.0,8.45,1.2,9.0,8.794,1.2,9.0,0.084,2.0,9.0,8.632,1.2,9.0,99.0,1.0,13.86181818181818,13.86181818181818,33.35018181818181,24.93242424242424,300.8,0.003,6.051818181818182,102.84848484848484,3.812121212121213,0.4515151515151516,1.2666666666666668,0.0696969696969697,,1.1534375,0.3090625,1.0,,,,,,,,1988/01,CUUR0000SEFG,137.2,PCU3117103117105,117.2
1988.0,5.0,25398.060606060608,622062.9090909091,1.0,14.424545454545456,33.47606060606061,6.00939393939394,24.91124242424242,103.45151515151515,261.85670606060603,,3.0,2.0,,3.0,,,,,,1.8818181818181816,,0.3390909090909091,,0.5270833333333332,9.0,5.066666666666667,,0.0793939393939393,,2.524242424242424,,,9.0,23.174,1.4,9.0,22.744,1.4,9.0,0.474,2.0,9.0,22.97,1.4,9.0,99.0,1.0,14.424545454545456,14.424545454545456,33.47606060606061,24.90757575757576,303.26060606060605,0.0029090909090909,6.00939393939394,103.45151515151515,5.066666666666667,0.5270833333333332,2.524242424242424,0.0793939393939393,,1.8818181818181816,0.3390909090909091,1.0,,,,,,,,1988/05,CUUR0000SEFG,136.1,PCU3117103117105,116.9
1988.0,8.0,25479.83333333333,624173.880952381,1.0,17.800238095238097,33.421142857142854,5.831190476190475,24.103357142857146,107.12857142857143,254.28590476190485,,3.0,2.0,,3.0,,,,,,0.916904761904762,,0.2459523809523809,,0.3238095238095236,,2.3380952380952387,,0.0119047619047619,,0.2880952380952381,,,9.0,18.25,1.1428571428571428,9.0,18.74714285714285,1.1428571428571428,9.0,0.2728571428571428,2.0,9.0,18.505714285714284,1.1428571428571428,9.0,99.0,1.0,17.800238095238097,17.800238095238097,33.421142857142854,24.099761904761905,380.2357142857143,0.0037619047619047,5.831190476190475,107.12857142857143,2.3380952380952387,0.3238095238095236,0.2880952380952381,0.0119047619047619,,0.916904761904762,0.2459523809523809,1.0,,,,,,,,1988/08,CUUR0000SEFG,137.9,PCU3117103117105,117.8
1988.0,9.0,25657.0,627336.0,1.0,18.242,33.4884,5.638000000000001,24.053,104.62,245.87632,,3.0,2.0,,3.0,,,,,,0.904,,0.5199999999999998,,0.302,,1.5,,0.002,,0.04,,,9.0,15.3,1.0,,15.079999999999998,1.0,,0.238,2.0,,15.18,1.0,,99.0,1.0,18.242,18.242,33.4884,24.048,385.04,0.0038,5.638000000000001,104.62,1.5,0.302,0.04,0.002,,0.904,0.5199999999999998,1.0,,,,,,,,1988/09,CUUR0000SEFG,136.0,PCU3117103117105,124.9
1988.0,10.0,25994.886363636364,633385.0909090909,1.0,17.69909090909091,33.37809090909091,5.649090909090909,24.097886363636363,103.6636363636364,246.35038409090905,,3.0,2.0,,3.0,,,,,,0.4170454545454546,,0.0934090909090909,,0.3084090909090908,,2.363636363636364,,0.0045454545454545,,0.1272727272727273,,,9.0,14.525,1.0,9.0,15.375,1.0,9.0,0.185,2.0,9.0,14.95,1.0,9.0,99.0,1.0,17.69909090909091,17.69909090909091,33.37809090909091,24.09363636363637,380.75681818181806,0.0038636363636363,5.649090909090909,103.6636363636364,2.363636363636364,0.3084090909090908,0.1272727272727273,0.0045454545454545,,0.4170454545454546,0.0934090909090909,1.0,,,,,,,,1988/10,CUUR0000SEFG,137.4,PCU3117103117105,127.2
1989.0,1.0,26071.5641025641,635430.358974359,1.0,12.895128205128204,33.399564102564106,6.226410256410257,25.17128205128205,103.77179487179488,271.24276153846154,,3.0,2.0,,3.0,,,,,,1.6153846153846152,,0.2543589743589743,,0.4948717948717949,,4.574358974358975,,0.0725641025641025,,2.187179487179487,,,9.0,29.933333333333337,1.0,9.0,30.23333333333333,1.0,9.0,0.2166666666666666,2.0,9.0,30.1,1.0,9.0,99.0,1.0,12.895128205128204,12.895128205128204,33.399564102564106,25.166410256410263,278.4974358974359,0.003,6.226410256410257,103.77179487179488,4.574358974358975,0.4948717948717949,2.187179487179487,0.0725641025641025,,1.6153846153846152,0.2543589743589743,1.0,,,,,,,,1989/01,CUUR0000SEFG,144.0,PCU3117103117105,125.4
1989.0,4.0,26150.91891891892,637505.2162162162,1.0,15.425135135135136,33.3845945945946,5.8945945945945954,24.622918918918923,103.58108108108108,256.9292432432432,,3.0,2.0,,3.0,,,,,,0.3759459459459459,,0.1048648648648648,,0.5151351351351351,,4.359459459459459,,0.0367567567567567,,1.8135135135135136,,,9.0,1.7740000000000002,1.2,9.0,1.73,1.2,9.0,0.078,2.0,9.0,1.732,1.2,9.0,99.0,1.0,15.425135135135136,15.425135135135136,33.3845945945946,24.61810810810811,330.7189189189189,0.0032432432432432,5.8945945945945954,103.58108108108108,4.359459459459459,0.5151351351351351,1.8135135135135136,0.0367567567567567,,0.3759459459459459,0.1048648648648648,1.0,,,,,,,,1989/04,CUUR0000SEFG,143.3,PCU3117103117105,126.2
