year,month,Cst_Cnt,Btl_Cnt,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1
1961,01,12549.393442622952,331291.45901639346,0.0,15.611487603305783,33.583092436974795,5.729833333333331,24.73161864406779,100.8612068965517,249.5691336206895,,5.885245901639344,2.0,9.0,2.9831932773109244,8.75,9.0,9.0,8.8,8.857142857142858,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.611487603305783,15.607863247863246,33.583092436974795,24.726666666666667,320.371794871795,0.0,5.729833333333331,100.86434782608693,,,,,,,,0.0,,,,,,,
1961,04,12669.339449541285,334864.4862385321,0.0,15.089908256880733,33.54928703703703,5.78422018348624,24.817351851851846,100.84444444444443,252.17163981481482,,5.091743119266055,2.0,,2.8981481481481484,9.0,9.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.089908256880733,15.077037037037037,33.54928703703703,24.81268518518518,312.17962962962963,0.0,5.78422018348624,100.84444444444443,,,,,,,,0.0,,,,,,,
1961,05,12728.0,336635.8,0.0,14.495999999999999,33.730199999999996,5.7940000000000005,25.100600000000004,100.1,252.42482,,5.4,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,14.495999999999999,14.495999999999999,33.730199999999996,25.096,285.19999999999993,0.0,5.7940000000000005,100.1,,,,,,,,0.0,,,,,,,
1961,07,12787.5,338289.4736842105,0.0,18.056754385964908,33.68143859649123,5.673839285714285,24.199017543859657,104.65624999999999,247.39539375000004,,5.035087719298246,2.0,,2.982456140350877,,9.0,8.5,,8.5,,9.0,,9.0,0.5255445544554456,9.0,2.917525773195876,9.0,0.03197916666666665,9.0,0.1,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,18.056754385964908,18.056754385964908,33.68143859649123,24.19412280701755,371.12631578947355,0.0,5.673839285714285,103.92636363636362,2.917525773195876,0.5255445544554456,0.1,0.03197916666666665,,,,0.0,,,,,,,
1961,09,12846.5,339947.25,0.0,17.115000000000002,32.6935,4.765,23.71625,86.075,207.87297500000003,,7.0,2.0,,2.75,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,17.115000000000002,17.115000000000002,32.6935,23.7125,417.125,0.0,4.765,86.075,,,,,,,,0.0,,,,,,,
1961,10,12906.573913043478,341741.8956521739,0.0,17.979385964912286,33.6803947368421,5.464608695652173,24.237964601769914,100.86194690265489,238.33021150442482,,5.886956521739131,2.0,9.0,3.0,9.0,9.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,17.979385964912286,17.997876106194695,33.6803947368421,24.23389380530974,367.3769911504424,0.0,5.464608695652173,100.86194690265489,,,,,,,,0.0,,,,,,,
1962,01,13025.116666666667,345297.50833333336,0.0,15.13483333333334,33.655641666666675,5.593529411764708,24.88175833333334,97.63865546218487,243.73983109243693,,6.066666666666666,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.13483333333334,15.13483333333334,33.655641666666675,24.87683333333334,306.0358333333334,0.0,5.593529411764708,97.63865546218487,,,,,,,,0.0,,,,,,,
1962,03,13113.363636363636,348014.43636363634,0.0,13.280181818181813,33.4365090909091,5.947358490566037,25.1116,99.9735849056604,259.10324150943404,,4.163636363636364,1.981818181818182,,2.9454545454545453,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,13.280181818181813,13.280181818181813,33.4365090909091,25.10727272727273,284.15636363636355,0.0,5.947358490566037,99.9735849056604,,,,,,,,0.0,,,,,,,
1962,04,13175.0,350144.4776119403,0.0,16.172238805970153,33.758910447761195,5.626417910447762,24.742955223880593,100.38656716417908,245.2069880597014,,4.1940298507462686,2.0,,2.985074626865672,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,16.172238805970153,16.172238805970153,33.758910447761195,24.738208955223882,319.24328358208953,0.0,5.626417910447762,100.38656716417908,,,,,,,,0.0,,,,,,,
1962,07,13246.5,352315.5394736842,0.0,18.438026315789475,33.70897333333333,5.283472222222223,24.15891999999999,98.44722222222225,230.38943194444442,,4.2105263157894735,2.0,,3.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,18.438026315789475,18.450000000000003,33.70897333333333,24.154266666666658,374.90799999999996,0.0,5.283472222222223,98.44722222222225,,,,,,,,0.0,,,,,,,
1962,10,13344.094017094018,355095.41025641025,0.0,18.25198275862068,33.73286324786324,5.358849557522124,24.209672413793104,99.50982142857141,233.7404303571428,,6.760683760683761,2.0,9.0,2.9145299145299144,,9.0,8.8,9.0,8.833333333333334,,9.0,,9.0,0.45185185185185167,9.0,2.4607843137254903,9.0,0.024659090909090898,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,18.25198275862068,18.25198275862068,33.73286324786324,24.205603448275863,370.07327586206895,0.0,5.358849557522124,99.47837837837837,2.4607843137254903,0.45185185185185167,,0.024659090909090898,,,,0.0,,,,,,,
1962,12,13407.5,356968.875,0.0,16.003749999999997,33.6005,5.530000000000001,24.670375,98.325,241.02370000000002,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,16.003749999999997,16.003749999999997,33.6005,24.667499999999997,326.15,0.0,5.530000000000001,98.325,,,,,,,,0.0,,,,,,,
1963,01,13470.547008547008,359070.1538461539,0.0,15.55760683760683,33.68903448275862,5.86008620689655,24.81365517241379,103.16608695652167,255.33043913043483,,6.6239316239316235,2.0,,2.9051724137931036,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.420943396226415,9.0,2.9223300970873787,9.0,0.042727272727272725,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.55760683760683,15.579655172413787,33.68903448275862,24.808620689655164,312.5284482758621,0.0,5.86008620689655,103.16608695652167,2.9223300970873787,0.420943396226415,,0.042727272727272725,,,,0.0,,,,,,,
1963,04,13585.0,363174.7837837838,0.0,15.678108108108104,33.59801801801801,5.953148148148149,24.723387387387373,105.06944444444441,259.4531046296296,,6.8558558558558556,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,0.32894230769230776,9.0,3.3883495145631066,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.678108108108104,15.678108108108104,33.59801801801801,24.719009009009003,321.11621621621623,0.0,5.953148148148149,105.06944444444441,3.3883495145631066,0.32894230769230776,,,,,,0.0,,,,,,,
1963,06,13642.5,365581.5,0.0,18.425,33.683,6.09,24.156,114.60000000000001,265.59186666666665,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,18.425,18.425,33.683,24.1525,375.175,0.0,6.09,114.60000000000001,,,,,,,,0.0,,,,,,,
1963,07,13673.5,366442.7931034483,0.0,18.73448275862069,33.66324137931034,5.75618181818182,24.046,107.66,251.02609090909087,,4.310344827586207,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,18.73448275862069,18.73448275862069,33.66324137931034,24.04172413793104,385.67758620689654,0.0,5.75618181818182,107.66,,,,,,,,0.0,,,,,,,
1963,09,13703.5,367288.5,0.0,23.5,33.861000000000004,4.805,22.927500000000002,98.4,209.78154999999998,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,23.5,23.5,33.861000000000004,22.925,492.45000000000005,0.0,4.805,98.4,,,,,,,,0.0,,,,,,,
1963,10,13736.0,368210.5573770492,0.0,20.754262295081972,33.75216393442623,5.292166666666668,23.59075409836065,102.93000000000002,230.89679499999994,,3.459016393442623,2.0,,3.0,,9.0,8.5,,8.5,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,20.754262295081972,20.754262295081972,33.75216393442623,23.586721311475408,429.1114754098361,0.0,5.292166666666668,102.99661016949153,,,,,,,,0.0,,,,,,,
1963,11,13771.5,369184.1,0.0,23.863999999999997,35.173899999999996,4.7844444444444445,23.7648,101.05555555555556,208.73212222222224,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,0.9566666666666668,9.0,6.777777777777778,9.0,0.25749999999999995,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,23.863999999999997,23.863999999999997,35.173899999999996,23.758999999999997,412.53999999999996,0.0,4.7844444444444445,101.05555555555556,6.777777777777778,0.9566666666666668,,0.25749999999999995,,,,0.0,,,,,,,
1964,01,13874.2,372274.85789473687,0.0,14.952736842105265,33.64454210526314,5.878778625954199,24.923273684210514,103.40229007633586,256.18332900763363,,4.010526315789473,1.9842105263157894,,2.9894736842105263,,9.0,9.0,,9.0,,9.0,,9.0,0.41496,9.0,2.772357723577236,9.0,0.04300813008130073,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,14.952736842105265,14.952736842105265,33.64454210526314,24.918947368421055,302.0784210526314,0.0,5.878778625954199,103.40229007633586,2.772357723577236,0.41496,,0.04300813008130073,,,,0.0,,,,,,,
1964,04,13981.0,375501.38095238095,0.0,14.369047619047619,33.59419047619048,6.265238095238097,25.021904761904757,107.84285714285716,272.97474761904766,,4.333333333333333,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.4071428571428571,,2.3333333333333335,9.0,0.04,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,14.369047619047619,14.369047619047619,33.59419047619048,25.017619047619046,292.68095238095236,0.0,6.265238095238097,107.84285714285716,2.3333333333333335,0.4071428571428571,,0.04,,,,0.0,,,,,,,
1964,07,14067.888157894737,378113.4605263158,0.0,15.778552631578942,33.69111842105264,6.137142857142858,24.747953947368416,109.86517857142856,267.49914553571415,,4.921052631578948,2.0,,2.973684210526316,,9.0,9.0,,9.0,,9.0,,9.0,0.5057272727272729,9.0,4.605504587155964,9.0,0.0717592592592592,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.778552631578942,15.778552631578942,33.69111842105264,24.743486842105263,318.8072368421054,0.0,6.137142857142858,109.86517857142856,4.605504587155964,0.5057272727272729,,0.0717592592592592,,,,0.0,,,,,,,
1964,10,14154.0,380581.94736842107,0.0,18.06263157894737,33.62136842105263,5.451052631578946,24.19468421052632,100.91052631578945,237.69255789473686,,4.052631578947368,2.0,,2.9473684210526314,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,18.06263157894737,18.06263157894737,33.62136842105263,24.19000000000001,371.478947368421,0.0,5.451052631578946,100.91052631578945,,,,,,,,0.0,,,,,,,
1965,01,14266.125,382763.48,0.0,15.247386934673369,33.577552763819085,5.981782178217822,24.79997979797979,103.94949494949496,260.77146666666664,,4.49,2.0,9.0,2.5025125628140703,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.247386934673369,15.25257575757576,33.577552763819085,24.79590909090908,313.79646464646476,0.0,5.981782178217822,103.94949494949496,,,,,,,,0.0,,,,,,,
1965,04,14376.5,385076.8888888889,0.0,14.39722222222222,33.372666666666674,6.104117647058823,24.8455,104.8941176470588,266.00023529411766,,3.4444444444444446,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,0.34777777777777785,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,14.39722222222222,14.39722222222222,33.372666666666674,24.84111111111111,309.4777777777778,0.0,6.104117647058823,104.8941176470588,,0.34777777777777785,,,,,,0.0,,,,,,,
1965,05,14391.5,385516.8333333333,0.0,23.610833333333336,35.015166666666666,5.285,23.730333333333334,108.85000000000001,230.549025,,3.3333333333333335,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.7075,,4.3,9.0,0.014166666666666666,,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,23.610833333333336,23.610833333333336,35.015166666666666,23.72583333333333,415.80833333333334,0.0,5.285,108.85000000000001,4.3,0.7075,,0.014166666666666666,,,,0.0,,,,,,,
1965,07,14522.625,387738.20967741933,0.0,17.311088709677414,33.63382258064516,5.9256617647058825,24.348201612903228,107.42573529411766,258.3331507352941,,4.088709677419355,2.0,,2.556451612903226,8.0,9.0,8.991150442477876,8.0,8.982456140350877,,9.0,,9.0,0.41330097087378653,9.0,3.2830188679245285,9.0,0.0394059405940594,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,17.311088709677414,17.314170040485823,33.63382258064516,24.342186234817813,357.02267206477734,0.0,5.9256617647058825,107.12537313432837,3.2830188679245285,0.41330097087378653,,0.0394059405940594,,,,0.0,,,,,,,
1966,01,14696.0,391415.5360824742,0.0,14.711443298969082,33.46876842105262,5.891739130434783,24.82290526315789,102.07777777777774,256.62771999999995,,4.237113402061856,1.9484536082474226,,2.9789473684210526,8.666666666666666,9.0,9.0,8.666666666666666,8.875,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,14.711443298969082,14.753829787234052,33.46876842105262,24.82074468085106,311.39893617021295,0.0,5.891739130434783,102.1022471910112,,,,,,,,0.0,,,,,,,
1966,04,14749.0,392913.0,0.0,15.664444444444444,33.404222222222224,6.091111111111111,24.593666666666664,107.4888888888889,265.4997,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.664444444444444,15.664444444444444,33.404222222222224,24.58888888888889,333.4555555555555,0.0,6.091111111111111,107.4888888888889,,,,,,,,0.0,,,,,,,
1966,05,14755.0,393083.6666666667,0.0,16.209999999999997,33.425000000000004,4.843333333333334,24.486666666666668,86.40000000000002,211.1336,,4.333333333333333,2.0,,3.0,,9.0,8.0,,8.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,16.209999999999997,16.209999999999997,33.425000000000004,24.48,343.6333333333334,0.0,4.843333333333334,89.9,,,,,,,,0.0,,,,,,,
1966,07,14837.67901234568,395377.5432098765,0.0,17.412530864197535,33.530075000000004,5.781089743589743,24.26021874999999,105.56451612903227,252.1160883870967,,4.209876543209877,1.9938271604938271,,2.99375,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,17.412530864197535,17.415937500000005,33.530075000000004,24.255624999999988,365.2624999999999,0.0,5.781089743589743,105.56451612903227,,,,,,,,0.0,,,,,,,
1966,08,14921.0,397733.0,0.0,18.03,33.6385,6.205,24.203,114.94999999999999,270.56695,,5.666666666666667,1.6666666666666667,,3.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,18.03,18.095,33.6385,24.200000000000003,370.3,0.0,6.205,114.94999999999999,,,,,,,,0.0,,,,,,,
1966,10,14934.0,398139.0869565217,0.0,18.860869565217396,33.47260869565218,5.554545454545456,23.888130434782614,104.25454545454545,242.27743181818184,,4.565217391304348,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,18.860869565217396,18.860869565217396,33.47260869565218,23.88478260869565,400.72608695652184,0.0,5.554545454545456,104.25454545454545,,,,,,,,0.0,,,,,,,
1966,12,15019.758620689656,400534.50344827585,0.0,16.628896551724132,33.46402777777778,5.66692307692308,24.40845833333334,101.89718309859154,247.29444366197174,,4.020689655172414,2.0,,2.9930555555555554,8.5,9.0,8.666666666666666,8.5,8.75,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,16.628896551724132,16.607762237762234,33.46402777777778,24.402867132867133,351.2587412587413,0.0,5.66692307692308,101.89148936170211,,,,,,,,0.0,,,,,,,
1967,07,15172.095541401273,403962.9044585987,0.0,16.97146496815287,33.49150322580643,5.971842105263159,24.34437419354839,108.61578947368425,260.3712368421052,,5.3312101910828025,2.0,,2.2774193548387096,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,16.97146496815287,16.987741935483875,33.49150322580643,24.339419354838707,357.22064516129046,0.0,5.971842105263159,108.61578947368425,,,,,,,,0.0,,,,,,,
1967,12,15283.984126984127,405985.25396825396,0.0,18.231269841269835,33.67488888888889,5.548666666666666,24.18874603174603,101.81333333333335,241.92671666666664,,5.698412698412699,2.0,,2.492063492063492,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,18.231269841269835,18.231269841269835,33.67488888888889,24.183809523809522,372.06666666666666,0.0,5.548666666666666,101.81333333333335,,,,,,,,0.0,,,,,,,
1968,01,15381.0,407872.98473282444,0.0,14.045038167938932,33.34260305343511,6.078378378378378,24.889000000000017,103.08918918918921,264.85800000000006,,4.862595419847328,2.0,,2.267175572519084,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,14.045038167938932,14.045038167938932,33.34260305343511,24.8845038167939,305.3450381679391,0.0,6.078378378378378,103.08918918918921,,,,,,,,0.0,,,,,,,
1968,04,15473.5,409569.5925925926,0.0,17.30666666666667,33.712629629629625,5.854736842105264,24.445851851851852,107.23157894736842,255.23535789473686,,5.407407407407407,2.0,,2.3333333333333335,,9.0,9.0,,9.0,,9.0,,9.0,0.3105263157894737,9.0,2.526315789473684,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,17.30666666666667,17.30666666666667,33.712629629629625,24.440925925925928,347.5499999999999,0.0,5.854736842105264,107.23157894736842,2.526315789473684,0.3105263157894737,,,,,,0.0,,,,,,,
1968,06,15565.5,411338.2076923077,0.0,15.25584615384615,33.51893798449613,6.265142857142858,24.75186046511627,108.80000000000003,272.852344117647,,5.2615384615384615,2.0,,2.2635658914728682,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.5417142857142857,9.0,4.942857142857143,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.25584615384615,15.275193798449608,33.51893798449613,24.747441860465127,318.4077519379846,0.0,6.265142857142858,108.80000000000003,4.942857142857143,0.5417142857142857,,,,,,0.0,,,,,,,
1969,01,15723.0,414186.93513513514,0.0,14.698324324324325,33.442049689440985,5.896938775510205,24.78330434782609,102.29999999999997,251.85817307692312,,5.162162162162162,2.0,8.0,2.1677018633540373,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.4391891891891891,8.986666666666666,4.886363636363637,8.992957746478874,0.03659090909090909,9.0,0.7818181818181817,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,14.698324324324325,14.890559006211179,33.442049689440985,24.778757763975147,315.4043478260869,0.0,5.896938775510205,102.29999999999997,4.886363636363637,0.4391891891891891,0.7818181818181817,0.03659090909090909,,,,0.0,,,,,,,
1969,02,15966.5,418295.0,0.0,13.815353535353536,33.2910303030303,6.043048780487802,24.885030405405402,104.56363636363635,263.2896402597402,,4.801324503311259,2.0,9.0,2.164983164983165,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.390375,8.995515695067265,2.6419753086419755,9.0,0.031234567901234564,9.0,0.43924050632911416,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,13.815353535353536,13.8125,33.2910303030303,24.880506756756745,305.71993243243236,0.0,6.043048780487802,104.56363636363635,2.6419753086419755,0.390375,0.43924050632911416,0.031234567901234564,,,,0.0,,,,,,,
1969,04,16201.295180722891,421922.5481927711,0.0,15.054316546762594,33.53088607594939,5.839830508474577,24.80772794117647,100.49333333333331,255.36463,,4.734939759036145,2.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.49327586206896507,9.0,3.0172413793103448,9.0,0.055,9.0,1.0172413793103448,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,15.054316546762594,15.040294117647065,33.53088607594939,24.80316176470587,313.0808823529411,0.0,5.839830508474577,100.49333333333331,3.0172413793103448,0.49327586206896507,1.0172413793103448,0.055,,,,0.0,,,,,,,
1969,05,16330.630434782608,423873.89130434784,0.0,13.941956521739137,33.25408695652175,6.14425,24.841749999999998,105.55499999999999,267.76273000000003,,4.956521739130435,1.9891304347826086,,2.130434782608696,,9.0,9.0,,9.0,,9.0,,9.0,0.39315789473684215,9.0,3.6486486486486487,9.0,0.02236842105263158,9.0,1.2421052631578948,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,13.941956521739137,13.941956521739137,33.25408695652175,24.83652173913043,309.84130434782594,0.0,6.14425,105.55499999999999,3.6486486486486487,0.39315789473684215,1.2421052631578948,0.02236842105263158,,,,0.0,,,,,,,
1969,06,16427.0,425508.8686868687,0.0,16.98793103448277,33.60418181818182,5.814571428571428,24.431057471264367,106.05652173913045,255.19115652173917,,4.6767676767676765,2.0,9.0,2.1616161616161618,,9.0,9.0,9.0,9.0,,9.0,,9.0,0.3265625,9.0,4.84375,9.0,0.0,9.0,0.175,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,16.98793103448277,16.98793103448277,33.60418181818182,24.426551724137937,348.9494252873563,0.0,5.814571428571428,106.05652173913045,4.84375,0.3265625,0.175,0.0,,,,0.0,,,,,,,
1969,07,16581.942857142858,427917.17142857146,0.0,17.509999999999994,33.48700952380952,5.835285714285712,24.21279523809524,107.07714285714285,254.44552428571427,,4.647619047619048,2.0,,2.1666666666666665,8.0,9.0,8.985915492957746,8.0,8.979020979020978,,9.0,,9.0,0.39885714285714297,9.0,2.1690140845070425,9.0,0.008450704225352114,9.0,0.4084507042253522,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,17.509999999999994,17.499999999999996,33.48700952380952,24.21043062200958,369.54593301435426,0.0,5.835285714285712,107.22238805970149,2.1690140845070425,0.39885714285714297,0.4084507042253522,0.008450704225352114,,,,0.0,,,,,,,
1969,08,16744.0,430543.41592920356,0.0,16.02840707964602,33.39281818181817,5.850277777777777,24.494663636363644,104.58484848484848,254.9849090909091,,5.424778761061947,2.0,,2.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.4365625,9.0,1.9428571428571428,9.0,0.016285714285714285,9.0,0.6636363636363638,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,16.02840707964602,15.975363636363639,33.39281818181817,24.490181818181824,342.9154545454544,0.0,5.850277777777777,104.58484848484848,1.9428571428571428,0.4365625,0.6636363636363638,0.016285714285714285,,,,0.0,,,,,,,
1969,09,16862.0,432535.8048780488,0.0,20.727886178861787,33.680631147540986,5.301578947368422,23.549090163934423,103.48108108108107,231.64268378378384,,5.130081300813008,2.0,,2.30327868852459,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.19611111111111112,9.0,1.6666666666666667,9.0,0.011842105263157893,9.0,0.005714285714285714,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,20.727886178861787,20.712213114754096,33.680631147540986,23.54475409836065,433.0901639344262,0.0,5.301578947368422,103.48108108108107,1.6666666666666667,0.19611111111111112,0.005714285714285714,0.011842105263157893,,,,0.0,,,,,,,
1969,10,17034.495454545453,435339.2727272727,0.0,17.836863636363628,33.53291324200914,5.6869444444444435,24.16850228310502,104.32535211267607,248.2050295774647,,4.972727272727273,2.0,,2.219178082191781,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.3812307692307694,9.0,1.591549295774648,9.0,0.019859154929577467,9.0,0.41666666666666674,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,17.836863636363628,17.82534246575342,33.53291324200914,24.16369863013697,373.9872146118721,0.0,5.6869444444444435,104.32535211267607,1.591549295774648,0.3812307692307694,0.41666666666666674,0.019859154929577467,,,,0.0,,,,,,,
1969,12,17252.5,438991.24074074073,0.0,16.842546296296298,33.469313084112144,5.613472222222222,24.361738317757002,101.53142857142856,244.56886999999983,,5.092592592592593,2.0,,2.2710280373831777,8.666666666666666,9.0,8.993103448275862,8.666666666666666,8.986486486486486,,9.0,,9.0,0.24428571428571436,9.0,1.8333333333333333,9.0,0.011944444444444445,9.0,0.07142857142857144,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,16.842546296296298,16.850610328638496,33.469313084112144,24.357558685446012,355.52582159624416,0.0,5.613472222222222,101.71617647058822,1.8333333333333333,0.24428571428571436,0.07142857142857144,0.011944444444444445,,,,0.0,,,,,,,
1970,06,17361.5,440596.0,0.0,25.845,35.35850000000001,5.005,23.354,107.65,218.4221,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.6100000000000001,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,0.0,25.845,25.845,35.35850000000001,23.35,451.7,0.0,5.005,107.65,,0.6100000000000001,,,,,,0.0,,,,,,,
