year,month,Cst_Cnt,Btl_Cnt,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,year_month
1963,01,13472.423529411764,359133.37647058826,1.0,15.635294117647048,33.71660714285716,5.83904761904762,24.813583333333334,102.95180722891571,254.3864048192771,,3.0,2.0,,2.9047619047619047,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.42597402597402595,9.0,3.013157894736842,9.0,0.03125,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,15.635294117647048,15.666666666666655,33.71660714285716,24.808571428571423,312.5535714285715,0.003000000000000002,5.83904761904762,102.95180722891571,3.013157894736842,0.42597402597402595,,0.03125,,,,1.0,,,,,,,,1963/01
1963,04,13588.213114754099,363319.8032786885,1.0,15.897213114754102,33.629852459016384,5.940166666666667,24.69788524590164,105.27500000000002,258.893155,,3.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,0.3440000000000001,9.0,3.581818181818182,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,15.897213114754102,15.897213114754102,33.629852459016384,24.693442622950812,323.5721311475411,0.0031147540983606577,5.940166666666667,105.27500000000002,3.581818181818182,0.3440000000000001,,,,,,1.0,,,,,,,,1963/04
1963,06,13643.0,365597.0,1.0,18.886666666666667,33.698,6.09,24.054666666666662,114.60000000000001,265.5918,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,18.886666666666667,18.886666666666667,33.698,24.05,384.90000000000003,0.004,6.09,114.60000000000001,,,,,,,,1.0,,,,,,,,1963/06
1963,07,13676.842105263158,366535.5789473684,1.0,18.86210526315789,33.65247368421052,5.66,23.998052631578947,106.36666666666667,246.85072222222223,,3.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,18.86210526315789,18.86210526315789,33.65247368421052,23.993684210526318,390.2947368421053,0.004000000000000002,5.66,106.36666666666667,,,,,,,,1.0,,,,,,,,1963/07
1963,09,13703.5,367289.5,1.0,23.5,33.861000000000004,4.805,22.927500000000002,98.4,209.78154999999998,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,23.5,23.5,33.861000000000004,22.925,492.5,0.005,4.805,98.4,,,,,,,,1.0,,,,,,,,1963/09
1963,10,13723.57142857143,367855.71428571426,1.0,19.315714285714286,33.509,5.5183333333333335,23.795142857142856,104.31666666666668,240.71490000000003,,3.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,19.315714285714286,19.315714285714286,33.509,23.791428571428572,409.62857142857143,0.004,5.5183333333333335,104.31666666666668,,,,,,,,1.0,,,,,,,,1963/10
1963,11,13771.285714285714,369176.28571428574,1.0,24.115714285714287,35.08228571428572,4.870000000000001,23.61357142857143,104.0,212.50456666666665,,3.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,0.8316666666666667,9.0,5.166666666666667,9.0,0.118,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,24.115714285714287,24.115714285714287,35.08228571428572,23.60857142857143,426.97142857142853,0.004428571428571428,4.870000000000001,104.0,5.166666666666667,0.8316666666666667,,0.118,,,,1.0,,,,,,,,1963/11
1964,01,13863.0,371939.4285714286,1.0,14.495238095238097,33.56242857142857,5.9558333333333335,24.961071428571433,103.97916666666667,259.5425166666667,,3.0,2.0,,2.9761904761904763,,9.0,9.0,,9.0,,9.0,,9.0,0.41440000000000005,9.0,2.4583333333333335,9.0,0.03880000000000001,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,14.495238095238097,14.495238095238097,33.56242857142857,24.956428571428575,298.4904761904762,0.0030000000000000014,5.9558333333333335,103.97916666666667,2.4583333333333335,0.41440000000000005,,0.03880000000000001,,,,1.0,,,,,,,,1964/01
1964,04,13982.0,375534.6,1.0,14.435999999999998,33.4918,6.072000000000001,24.9304,104.58,264.57921999999996,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.34800000000000003,,2.0,9.0,0.07,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,14.435999999999998,14.435999999999998,33.4918,24.926,301.43999999999994,0.003,6.072000000000001,104.58,2.0,0.34800000000000003,,0.07,,,,1.0,,,,,,,,1964/04
1964,07,14057.9375,377815.75,1.0,15.091250000000006,33.62354687499999,6.044444444444446,24.855749999999997,106.84666666666665,263.4400333333334,,3.0,2.0,,2.96875,,9.0,9.0,,9.0,,9.0,,9.0,0.5519565217391303,9.0,4.2444444444444445,9.0,0.08136363636363632,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,15.091250000000006,15.091250000000006,33.62354687499999,24.85140625,308.56562500000007,0.0031406250000000024,6.044444444444446,106.84666666666665,4.2444444444444445,0.5519565217391303,,0.08136363636363632,,,,1.0,,,,,,,,1964/07
1964,10,14154.8,380605.8,1.0,17.47,33.571999999999996,5.359999999999999,24.3034,98.06,233.69703999999996,,3.0,2.0,,2.8,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,17.47,17.47,33.571999999999996,24.298000000000002,361.16,0.0036,5.359999999999999,98.06,,,,,,,,1.0,,,,,,,,1964/10
1965,01,14304.521739130434,383482.652173913,1.0,14.669545454545455,33.54604347826086,5.898695652173914,24.910500000000003,102.10454545454546,257.2081818181818,,3.0,2.0,9.0,2.9565217391304346,8.0,9.0,,8.5,8.5,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,14.669545454545455,14.69095238095238,33.54604347826086,24.89714285714286,304.1809523809523,0.0029523809523809533,5.898695652173914,102.14285714285714,,,,,,,,1.0,,,,,,,,1965/01
1965,04,14375.5,385050.0,1.0,14.51,33.3405,6.055,24.796999999999997,104.3,263.87289999999996,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.33,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,14.51,14.51,33.3405,24.795,314.1,0.003,6.055,104.3,,0.33,,,,,,1.0,,,,,,,,1965/04
1965,05,14396.0,385659.0,1.0,18.52,33.996,5.6,24.376,104.8,244.1447,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.47,,,9.0,0.0,,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,18.52,18.52,33.996,24.37,354.3,0.004,5.6,104.8,,0.47,,0.0,,,,1.0,,,,,,,,1965/05
1965,07,14532.666666666666,387876.0,1.0,16.952499999999997,33.42966666666667,5.776666666666666,24.303416666666664,104.50833333333333,251.86440000000002,,3.0,2.0,,3.0,,9.0,8.0,,8.0,,9.0,,9.0,0.43624999999999997,9.0,2.625,9.0,0.0071428571428571435,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.952499999999997,16.952499999999997,33.42966666666667,24.297500000000003,361.1499999999999,0.0036666666666666675,5.776666666666666,104.89999999999999,2.625,0.43624999999999997,,0.0071428571428571435,,,,1.0,,,,,,,,1965/07
1966,01,14702.761904761905,391606.14285714284,1.0,14.192380952380951,33.39545,5.910000000000001,24.86945,101.21000000000001,257.295295,,3.0,2.0,,3.0,9.0,9.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,14.192380952380951,14.286999999999997,33.39545,24.865,307.225,0.003050000000000001,5.910000000000001,101.21000000000001,,,,,,,,1.0,,,,,,,,1966/01
1966,07,14856.175,395878.725,1.0,16.4655,33.442899999999995,5.8571052631578935,24.425400000000003,104.81052631578947,255.3353605263158,,3.0,2.0,,2.975,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.4655,16.4655,33.442899999999995,24.419999999999998,349.5400000000001,0.0036250000000000024,5.8571052631578935,104.81052631578947,,,,,,,,1.0,,,,,,,,1966/07
1966,08,14921.0,397735.0,1.0,18.25,33.647,6.34,24.176,117.8,276.4607,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,18.25,18.25,33.647,24.17,373.3,0.004,6.34,117.8,,,,,,,,1.0,,,,,,,,1966/08
1966,10,14938.25,398267.25,1.0,18.9725,33.5175,5.51625,23.895624999999995,103.83749999999998,240.606225,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,18.9725,18.9725,33.5175,23.892500000000002,400.03749999999997,0.004,5.51625,103.83749999999998,,,,,,,,1.0,,,,,,,,1966/10
1966,12,15026.375,400718.03125,1.0,16.200625,33.37109375000001,5.722903225806451,24.438156250000002,102.07741935483872,249.4894225806452,,3.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.200625,16.200625,33.37109375000001,24.4334375,348.30937500000005,0.0035312500000000023,5.722903225806451,102.07741935483872,,,,,,,,1.0,,,,,,,,1966/12
1967,07,15173.314285714287,403976.6,1.0,17.171428571428574,33.4996,5.9,24.305914285714284,107.59032258064518,257.2478451612903,,3.0,2.0,,2.9714285714285715,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,17.171428571428574,17.171428571428574,33.4996,24.300857142857147,360.9171428571428,0.0036857142857142883,5.9,107.59032258064518,,,,,,,,1.0,,,,,,,,1967/07
1967,12,15292.47619047619,406155.4761904762,1.0,17.635714285714286,33.62066666666667,5.553333333333333,24.288761904761902,101.83333333333333,242.1278523809524,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,17.635714285714286,17.635714285714286,33.62066666666667,24.28380952380952,362.5476190476191,0.0036666666666666688,5.553333333333333,101.83333333333333,,,,,,,,1.0,,,,,,,,1967/12
1968,01,15402.384615384615,408243.6153846154,1.0,13.396153846153847,33.27861538461538,6.1038461538461535,24.97184615384615,102.64615384615384,265.9554692307692,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,13.396153846153847,13.396153846153847,33.27861538461538,24.966153846153848,297.4769230769231,0.003,6.1038461538461535,102.64615384615384,,,,,,,,1.0,,,,,,,,1968/01
1968,04,15477.363636363636,409643.0,1.0,17.33636363636364,33.735272727272736,5.957272727272727,24.455818181818184,108.59090909090911,259.69535454545456,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.3109090909090909,,2.5454545454545454,,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,17.33636363636364,17.33636363636364,33.735272727272736,24.45,346.6454545454546,0.0036363636363636372,5.957272727272727,108.59090909090911,2.5454545454545454,0.3109090909090909,,,,,,1.0,,,,,,,,1968/04
1968,06,15575.470588235294,411514.4117647059,1.0,15.072352941176469,33.46362499999999,6.314705882352941,24.720999999999997,110.1125,274.9971125,,3.0,2.0,,3.0,9.0,9.0,,9.0,9.0,,9.0,,9.0,0.4347058823529413,,3.235294117647059,,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,15.072352941176469,15.216875,33.46362499999999,24.716874999999995,321.37499999999994,0.003250000000000001,6.314705882352941,110.1125,3.235294117647059,0.4347058823529413,,,,,,1.0,,,,,,,,1968/06
1969,01,15676.0,413381.22580645164,1.0,15.038064516129033,33.62026315789473,5.859,24.688894736842105,101.96111111111111,250.02706666666666,,3.0,2.0,,3.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.5088888888888888,8.4,2.925925925925926,9.0,0.04714285714285715,8.75,0.3749999999999999,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,15.038064516129033,15.972105263157893,33.62026315789473,24.684736842105266,324.42105263157896,0.003000000000000001,5.859,101.96111111111111,2.925925925925926,0.5088888888888888,0.3749999999999999,0.04714285714285715,,,,1.0,,,,,,,,1969/01
1969,02,15913.0,417538.875,1.0,16.92,33.989000000000004,5.7125,24.747875000000004,103.5625,248.9582875,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.32875000000000004,,1.875,,0.02,,0.0125,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.92,16.92,33.989000000000004,24.74375,318.8,0.0029999999999999996,5.7125,103.5625,1.875,0.32875000000000004,0.0125,0.02,,,,1.0,,,,,,,,1969/02
1969,04,16172.166666666666,421416.8333333333,1.0,15.523333333333333,33.53999999999999,5.988333333333333,24.833750000000002,104.225,260.37760000000003,,3.0,2.0,,2.0,9.0,9.0,,9.0,9.0,,9.0,,9.0,0.602,9.0,2.8,9.0,0.02666666666666667,9.0,0.04,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,15.523333333333333,15.062499999999998,33.53999999999999,24.8275,310.65,0.003,5.988333333333333,104.225,2.8,0.602,0.04,0.02666666666666667,,,,1.0,,,,,,,,1969/04
1969,05,16373.0,424539.75,1.0,14.715,33.1065,6.080000000000001,24.56825,104.99999999999999,265.0218,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.3275,,2.5,,0.0,,0.0,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,14.715,14.715,33.1065,24.562499999999996,335.9,0.0032500000000000003,6.080000000000001,104.99999999999999,2.5,0.3275,0.0,0.0,,,,1.0,,,,,,,,1969/05
1969,06,16378.0,424649.0,1.0,16.94,33.642,6.12,24.487,110.9,266.7864,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.19,,5.0,,0.0,,0.0,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.94,16.94,33.642,24.48,343.6,0.003,6.12,110.9,5.0,0.19,0.0,0.0,,,,1.0,,,,,,,,1969/06
1969,07,16592.0,428012.75,1.0,14.5375,33.291,6.5825,24.747500000000002,113.3,286.868425,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.4525,,1.75,,0.03,,1.9,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,14.5375,14.5375,33.291,24.740000000000002,318.85,0.0032500000000000003,6.5825,113.3,1.75,0.4525,1.9,0.03,,,,1.0,,,,,,,,1969/07
1969,08,16708.677419354837,429931.0967741936,1.0,16.01741935483871,33.38966666666667,5.8173076923076925,24.46496666666667,104.116,253.63682400000002,,3.0,2.0,,2.0,8.5,9.0,9.0,8.5,9.0,,9.0,,9.0,0.46608695652173915,9.0,2.16,9.0,0.016800000000000002,9.0,0.4708333333333334,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.01741935483871,16.066,33.38966666666667,24.475172413793103,344.36206896551715,0.0034666666666666687,5.8173076923076925,104.116,2.16,0.46608695652173915,0.4708333333333334,0.016800000000000002,,,,1.0,,,,,,,,1969/08
1969,09,16821.608695652172,431865.4347826087,1.0,21.43173913043478,33.763652173913044,5.211304347826087,23.41821739130435,102.64347826086957,227.40794347826085,,3.0,2.0,,3.0,8.0,9.0,,8.0,8.0,,9.0,,9.0,0.19952380952380958,9.0,1.2380952380952381,9.0,0.015652173913043476,,0.01,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,21.43173913043478,21.376818181818184,33.763652173913044,23.435000000000002,443.6363636363636,0.004318181818181821,5.211304347826087,102.70454545454548,1.2380952380952381,0.19952380952380958,0.01,0.015652173913043476,,,,1.0,,,,,,,,1969/09
1969,10,17003.21875,434826.40625,1.0,18.215,33.6040625,5.629999999999999,24.122468749999996,104.68620689655171,245.5170827586207,,3.0,2.0,,2.46875,,9.0,9.0,,9.0,,9.0,,9.0,0.37923076923076926,9.0,1.4137931034482758,9.0,0.013928571428571429,9.0,0.20344827586206896,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,18.215,18.215,33.6040625,24.117812499999996,378.4125,0.0037812500000000025,5.629999999999999,104.68620689655171,1.4137931034482758,0.37923076923076926,0.20344827586206896,0.013928571428571429,,,,1.0,,,,,,,,1969/10
1969,12,17181.09375,437793.78125,1.0,16.221562500000005,33.31912903225806,5.677037037037036,24.41141935483871,101.0923076923077,247.30198076923074,,3.0,2.0,,2.935483870967742,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.22499999999999998,9.0,1.5,9.0,0.015,9.0,0.1,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.221562500000005,16.158709677419356,33.31912903225806,24.407419354838716,350.8483870967742,0.003548387096774196,5.677037037037036,101.0923076923077,1.5,0.22499999999999998,0.1,0.015,,,,1.0,,,,,,,,1969/12
1971,02,17408.0,442032.0,1.0,12.29,32.878,6.404999999999999,24.8825,105.05,279.102,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.44499999999999995,,3.5,,0.04,,0.15,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,12.29,12.29,32.878,24.875,306.0,0.003,6.404999999999999,105.05,3.5,0.44499999999999995,0.15,0.04,,,,1.0,,,,,,,,1971/02
1972,01,17465.8,443602.3333333333,1.0,13.546000000000001,33.50393333333333,5.944000000000001,25.098599999999998,100.04999999999998,258.93607,,3.0,2.0,,2.8,,9.0,8.833333333333334,,8.833333333333334,,9.0,,9.0,0.5055555555555555,9.0,3.727272727272727,9.0,0.12181818181818183,9.0,2.1636363636363636,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,13.546000000000001,13.546000000000001,33.50393333333333,25.093999999999998,285.43333333333334,0.0029333333333333334,5.944000000000001,100.9111111111111,3.727272727272727,0.5055555555555555,2.1636363636363636,0.12181818181818183,,,,1.0,,,,,,,,1972/01
1972,02,17670.375,447833.1875,1.0,16.337500000000002,33.950375,5.875,24.8018125,104.91875,256.02097499999996,,3.0,2.0,,3.0,8.0,9.0,,8.0,8.0,,9.0,,9.0,0.4228571428571429,9.0,3.0,9.0,0.06071428571428572,9.0,0.5357142857142858,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.337500000000002,16.337500000000002,33.950375,24.760666666666665,317.18000000000006,0.0032500000000000003,5.875,104.91875,3.0,0.4228571428571429,0.5357142857142858,0.06071428571428572,,,,1.0,,,,,,,,1972/02
1972,03,17965.0,453189.04,1.0,14.4988,33.458666666666666,5.970666666666667,24.894875000000003,102.09285714285714,259.86015714285713,,3.0,2.0,,2.9166666666666665,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.31266666666666676,9.0,2.1875,9.0,0.015625,9.0,0.21875,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,14.4988,14.4988,33.458666666666666,24.89,304.7958333333333,0.003000000000000001,5.970666666666667,102.37999999999998,2.1875,0.31266666666666676,0.21875,0.015625,,,,1.0,,,,,,,,1972/03
1972,05,18149.91304347826,457484.4347826087,1.0,13.671304347826087,33.082499999999996,6.147894736842106,24.745636363636365,103.93333333333334,268.6863388888889,,3.0,2.0,,3.0,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,0.4052631578947368,9.0,4.0,9.0,0.03526315789473685,9.0,1.6789473684210527,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,13.671304347826087,13.580454545454545,33.082499999999996,24.74090909090909,319.04545454545456,0.003136363636363638,6.147894736842106,103.93333333333334,4.0,0.4052631578947368,1.6789473684210527,0.03526315789473685,,,,1.0,,,,,,,,1972/05
1972,07,18437.566666666666,464083.4666666667,1.0,16.849999999999998,33.3391724137931,5.875500000000001,24.2251724137931,107.83684210526314,256.790747368421,,3.0,2.0,,2.9310344827586206,9.0,9.0,8.909090909090908,9.0,8.916666666666666,,9.0,,9.0,0.2723529411764706,9.0,2.1578947368421053,9.0,0.01473684210526316,9.0,0.12631578947368424,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.849999999999998,16.95758620689655,33.3391724137931,24.221034482758622,368.6206896551725,0.0036896551724137955,5.875500000000001,109.2611111111111,2.1578947368421053,0.2723529411764706,0.12631578947368424,0.01473684210526316,,,,1.0,,,,,,,,1972/07
1972,10,18615.105263157893,468625.7894736842,1.0,21.527894736842104,33.91978947368422,5.170526315789473,23.463842105263154,101.56842105263159,225.62298947368416,,3.0,2.0,,2.8421052631578947,,9.0,8.0,,8.0,,9.0,,9.0,0.2705263157894737,,3.3684210526315788,,0.02210526315789474,,0.431578947368421,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,21.527894736842104,21.527894736842104,33.91978947368422,23.458947368421054,441.2631578947368,0.004263157894736843,5.170526315789473,102.86666666666667,3.3684210526315788,0.2705263157894737,0.431578947368421,0.02210526315789474,,,,1.0,,,,,,,,1972/10
1973,03,18874.5,473709.5,1.0,16.4875,,5.1475,,,,,3.0,2.0,,,9.0,9.0,,9.0,9.0,,9.0,,9.0,1.14,9.0,15.0,9.0,,9.0,7.599999999999999,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,16.4875,,,,,,5.1475,,15.0,1.14,7.599999999999999,,,,,1.0,,,,,,,,1973/03
1973,10,19039.0,475659.0,1.0,27.18,35.304,5.03,22.891,110.6,219.6127,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,27.18,27.18,35.304,22.89,495.9,0.005,5.03,110.6,,,,,,,,1.0,,,,,,,,1973/10
1974,10,19172.0,479071.0,1.0,23.34,35.325,3.89,24.083,80.1,169.6419,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,23.34,23.34,35.325,24.08,382.1,0.004,3.89,80.1,,,,,,,,1.0,,,,,,,,1974/10
1974,12,19208.391304347828,480278.73913043475,1.0,15.928260869565216,33.60317391304348,5.826956521739132,24.673739130434782,103.30434782608695,253.96250869565222,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,15.928260869565216,15.928260869565216,33.60317391304348,24.669565217391302,325.8695652173915,0.003173913043478262,5.826956521739132,103.30434782608695,,,,,,,,1.0,,,,,,,,1974/12
1975,01,19436.615384615383,485044.76923076925,1.0,14.931538461538462,33.67666666666666,5.879230769230769,24.938666666666666,101.86666666666667,254.86594166666666,,3.0,2.0,,3.0,9.0,9.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,14.931538461538462,14.931538461538462,33.67666666666666,24.935000000000002,300.6333333333334,0.003,5.879230769230769,102.26923076923077,,,,,,,,1.0,,,,,,,,1975/01
1975,03,19648.4,489490.8,1.0,14.292000000000002,33.6216,6.032,25.0534,103.56000000000002,262.80394,,3.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,14.292000000000002,14.292000000000002,33.6216,25.048,289.74000000000007,0.003,6.032,103.56000000000002,,,,,,,,1.0,,,,,,,,1975/03
1975,05,19827.25,493216.25,1.0,14.572499999999998,33.58483333333333,6.05,24.96591666666667,104.28181818181817,263.60700909090906,,3.0,2.0,,2.9166666666666665,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,14.572499999999998,14.572499999999998,33.58483333333333,24.959999999999997,298.0416666666667,0.0029999999999999996,6.05,104.28181818181817,,,,,,,,1.0,,,,,,,,1975/05
1975,07,20080.0,497868.8888888889,1.0,15.461111111111112,33.553555555555555,5.96,24.75355555555556,104.8,259.7436444444444,,3.0,2.0,8.0,3.0,,9.0,,8.0,8.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,15.461111111111112,15.42125,33.553555555555555,24.74375,318.9875,0.0029999999999999996,5.96,104.83333333333333,,,,,,,,1.0,,,,,,,,1975/07
1975,10,20418.833333333332,503738.25,1.0,15.723333333333334,33.49308333333333,5.8275,24.63166666666667,102.75833333333331,253.99472500000002,,3.0,2.0,,3.0,,9.0,8.0,,8.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,15.723333333333334,15.723333333333334,33.49308333333333,24.6275,329.8833333333333,0.0032499999999999994,5.8275,103.75454545454544,,,,,,,,1.0,,,,,,,,1975/10
1976,04,20737.58823529412,509714.5294117647,1.0,14.624117647058826,33.57558823529412,,24.952529411764704,,,,3.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,14.624117647058826,14.624117647058826,33.57558823529412,24.94764705882353,299.3176470588235,0.0029411764705882357,,,,,,,,,,1.0,,,,,,,,1976/04
1976,11,20846.571428571428,512855.14285714284,1.0,20.045714285714286,33.86371428571429,,23.883142857142854,,,,5.0,3.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,1.0,20.045714285714286,20.045714285714286,33.86371428571429,23.877142857142854,401.2428571428572,0.004,,,,,,,,,,1.0,,,,,,,,1976/11
